NavB_up	MemB_up	CD8T_up	CD4T_up	NKcell_up	Monocyte_up	NavB_dn	MemB_dn	CD8T_dn	CD4T_dn	NKcell_dn	Monocyte_dn
SVS6	0.00124735497503346	0	0.0415602349630036	0	0	0	0	0.0132677997263799	0	0.00777536252871611	8.81638967298169e-05	0.00630140983505418
SVS5	0.0053901720485092	0	0	0	0.00766502861005139	0	0	0.00352740512543424	0.00839523882330296	0.0186473041247782	0	0.00988932586207093
PIGT	0	0	0	0.0105397453257206	0.0301609326097842	0	0.024555374698198	0.00285825219434741	0.0272206501051213	0	0	0.0176393053668106
2310007H11RIK	0.00232191351280271	0.154004724235616	0.00384081142390265	0	0	0.00126271670239225	0	0	0	0.0186017953168051	0.00767794318337373	0
WFDC2	0.00283283666467324	0	0.0344691338430194	0.00702936088203047	0	0	0	0.00829302266772647	0	0	0.00878300848281175	0.00964909518770408
WFDC6B	0.00109157210863352	0	0.0132919607981665	0	0.0226719388013483	0.000140415140955435	0	0.00498898041665088	0	0.00554248297138489	0	0
WFDC10	0.0092214419967389	0.00174869054386034	0.0241999416696778	0.0219573804914231	0	0	0	0	0	0	0.0258877356944323	0.0207926922497662
WFDC13	0.0213891862832946	0	0.00499607399042779	0.00135499490753438	0.00179234438228688	0	0	0.0114693033557144	0	0	0	0.0125827585184483
SPINT4	0	0.00293545653109738	0.0173148493135685	0.0102582580761098	0.00413175241462676	0	0.00125485884241123	0	0	0	0	0.00911033368600786
SPINT5	0.0144202940126168	0.000478978564203178	0.00811178134492885	0.00626475417441373	8.67807398893488e-05	0	0	0	0	0	0	0.0103521387386918
DNTTIP1	0	0	0	0.02533336752814	0	0	0.0250236355944307	0.0299571746575473	0.0209120402362891	0	0.00741967215715205	0.0150888356442703
ZSWIM3	0.00218672952232397	0	0.00379505602147108	0.00818913583001517	0.0195331218025642	0	0	0.00244702715794705	0	0	0	0.0171896115179813
ZSWIM1	0.0147599830706875	0.0106419450898709	0.00194399307675967	0	0.0645116951295874	0	0	0	0	0.0106814552510383	0	0.0267363384784651
CTSA	0	0	0	0	0.0106094574372503	0.0628415073580825	0.0112567594414058	0.0518199702264119	0.0615193936258911	0.057575840890725	0	0
PCIF1	0.0277191998023705	0	0.0145966815254212	0.0228525267566596	0.0253408650286729	0	0	0.00220010167256853	0	0	0	0.0364442493185628
MMP9	0.0105289218734942	0	0.017414097222876	0.00710793269364285	0	0.117075253142089	0	0.0279309639328659	0	0	0.0333425743899943	0
SLC12A5	0	0	0.0195353436747357	0.0264384136196423	0	0	0.00283706754320467	0.00598739912246975	0	0	0.0159681287141142	0.00827506217545276
CD40	0.538068594048324	0.230823990797799	0.0141437003281299	0	0	0.289211538710716	0	0	0	0.00643367072209885	0.0199248120460119	0
SLC2A10	0.00521698261192458	0.00187889936679841	0.0147681802182191	0	0.0642349174076053	0	0	0	0	0.0156901668936449	0	0.0144208363610304
EYA2	0	0	0.108683238818048	0.0223657438913806	0.187025406196782	0	0.0590300725145539	0.0991025605310287	0	0	0	0.0925841489267627
NCOA3	0.077037415414954	0.0730299038535468	0	0.0351095314158262	0	0.0389097640299862	0	0	0.0209114937547518	0	0.0430036433492416	0
TRP53RK	0.0254685324387039	0.0457284741765611	0.000429114764292262	0.00797453141563914	0.00204362540188164	0	0	0	0	0	0	0.0261367208998755
CSE1L	0.0319881563976439	0.0526094604899352	0	0.0141430845237912	0	0.0111521900757908	0	0	0.0447902969846407	0	0.0035532514700325	0
DDX27	0	0.00467421345133312	0	0.06004857664467	0	0	0.00559359577001301	0	0.0100486038070484	0	0.0115521432189827	0.031712929453165
SLC9A8	0.0202840135612395	0.047545606702629	0	0.0416512777059656	0.00429406878104417	0	0	0	0.027711956866051	0	0	0.00515191760358822
RNF114	3.3282221839958e-05	0.00235929954146578	0	0.012331931454874	0.0328023606992268	0	0	0	0.00299684898011017	0	0	0.0120396693496064
SNAI1	0.00174853621140416	0	0.0323483602834222	0.0127999021113098	0	0	0	0.0153883320277041	0	0	0.0166388831688368	0.0158519889448556
CEBPB	0	0	0	0	0	0.162294186639863	0.0334974916574218	0.0480320359573078	0.000889093136877104	0.0739113219507845	0.0420494862469562	0
PTPN1	0	0.123600599110934	0	0.0123482702121425	0	0.0330157327897812	0.013092850542007	0	0.0828511982418526	0	0.00596352848490981	0
PARD6B	0	0	0.0360466939667621	0.0266420680992879	0	0	0.00173870208877018	0.0106113768739995	0	0	0.0163672654158823	0.0484687519315374
MOCS3	0	0	0.0224838070158546	0	0.00283283846274697	0	0.00167073848091908	0.00109363004933911	0	9.7032467964014e-05	0	0.0313133181864897
TSHZ2	0.00179758356833491	0	0.00998585571848522	0.0110747661510275	0	0	0	0.0100693437579376	0	0	0.00537647171128295	0.0148306526289864
DOK5	0.011878730474042	0	0.0374668501108603	0.00633495087592495	0	0	0	0.00971433516711408	0	0	0.00124832398069885	0.0170645252354068
MC3R	0.000615196102004042	0.00312271381425162	0.0184779063216278	0.00139373765646651	0.00321292110491702	0	0	0	0	0	0	0.0143927157466305
FAM210B	0.00931168365165785	0	0	0	0.0555772455784883	0	0	9.16853509021313e-05	0.016790652249223	0.0220355298074123	0	0.00457407339884491
CSTF1	0	0.00132833590147327	0	0	0	0	0.00604563019410168	0	0.0238481028515183	0.00922332631295161	0.00423869990300877	0.00946762760723614
RTFDC1	0	0	0	0	0.00333666090118546	0.0307610113746242	0.035544387911042	0.0149309192877647	0.0966685313820254	0.0431731259721131	0	0
FAM209	0.00466247815922122	0.00042423783961009	0.0118377335431036	0	0	0.0105884604758381	0	0	0	0.00810515818933061	0.00521252150419573	0
TFAP2C	0	0	0.0419148615695584	0	0	0	0.00168268368433321	0.0203287296459243	0	0.00153824089389495	0.00216852713652852	0.0136400940930254
SPO11	0	0	0.0224064586751229	0.108558760923012	0.120435670660481	0	0.023483050956603	0.0717697197112185	0	0	0	0.0689336356178253
RAE1	0	0	0.00411802957151096	0.0211913052267665	0	0	0.0181825834164077	0.00852841521849499	0	0	0.00855538293664236	0.0264322789488153
RBM38	0.0307508474984465	0	0.090909035164705	0.146210140483643	0	0	0	0.057285572204752	0	0	0.080974860794581	0.176264754165096
PCK1	0.0109648239538582	0	0.045750428134667	0	0.00390640920800806	0	0	0.0106498771985665	0	0.0134731168329706	0	0.00416132459112012
1700021F07RIK	0.00953822541460512	0	0.0682618145267544	0.0239765152700886	0	0	0	0.0134555085258158	0	0	0.00957074875952698	0.0247669684571239
RAB22A	0	0	0	0	0.0106407134741093	0	0.0162488822167546	0.0146361867204454	0.0843426664225322	0.00151274291347862	0	0.000763881526663493
1700010B08RIK	0.0173727716494922	0.00269031356591556	0.0229471744182423	0.00734162409200018	0.00250051756922933	0	0	0	0	0	0	0.0111051179237258
VAPB	0	0.00285560195388694	0	0	0.00444374608204186	0.0169502072787649	0.0256899538887205	0	0.0349070918700697	0.0184880870375673	0	0
STX16	0	0.00859585361823099	0	0	0	0.084410371196061	0.0148552321486222	0	0.0702010048573439	0.0023645900131685	0.0399114158810791	0
NPEPL1	0	0.00737188013958387	0	0.0122965453122974	0	0.016817515431528	0.0137110368641408	0	0.0158788102858481	0	0.0234992458225951	0
NELFCD	0	0	0	0	0	0.00678262005457114	0.00164206401388628	0.00522362497203155	0.0753134179204772	0.00412671079610917	0.00566353098563986	0
TUBB1	0	0	0.0247054899164584	0	0	0.00418941844756954	0.00187308257136364	0.00929088987536684	0	0.00410337116639643	0.025043815983761	0
ZFP831	0.361866563260148	0.327059467476424	0.0924272382051439	0.321698084127357	0.0715082675350976	0	0	0	0	0	0	0.288058209056673
EDN3	0.00404531367717322	0	0.0469051470051116	0.0179616001388838	0.000344832049653568	0	0	0.0207631110028018	0	0	0	0.0231120360466419
GM14403	0	0.0149758945630284	0	0	0.00147990124152917	0.0104159956891539	0.0555891885438241	0	0.0301672826270825	0.0364562242003205	0	0
ETOHI1	0	0.138916219403948	0	0	0	0.0878507490391979	0.0592904083061249	0	0.430282552360468	0.0612859140937072	0.00227207950555741	0
PHACTR3	0.00998862545529595	0	0.0181084379974882	0.0236842755672277	0.0344165241419593	0	0	0.00391963353727675	0	0	0	0.0156585584394684
FAM217B	0	0	0	0	0	0.0828055398783285	0.0173508099815492	0.0313891449340327	0.00933740512641916	0.00815134234286521	0.0329538385460506	0
CDH26	0.0113864112725592	0	0.0208720419017088	0.0179803041105023	0	0	0	0.00979338669237358	0	0	0.00137826650914157	0.0155891502327683
CDH4	0.000963549109643595	0	0.0428963861335325	0.000497539374619502	0.00197591565766518	0	0	0.0149294770589067	0	0	0	0.0236023684925344
LSM14B	0	0	0	0.0084601767141143	0	0	0.033768521030969	0.0118068217625852	0.00151819997614812	0	0.00286683722554229	0.0408754715704632
SS18L1	0	0.00857042729084046	0.0171051387895295	0.0150084523050818	0	0	0.000161641773099229	0	0	0	0.0168739907691507	0.010771730667635
GTPBP5	0	0.012196914952998	0.0028414199669227	0.0138136002369164	0.00795682391397834	0	0.00327667484834681	0	0	0	0	0.0119583107544096
OSBPL2	0.024278160318035	0	0	0	0.0208201612113278	0	0	0.00379351256483298	0.080687341461502	0.0190281220085933	0	0.0191938789002029
MIR1A-1	0	0	0.0141448934363663	0	0.0174023466543685	0	0.00724401471113526	0.0116711368495706	0	0.0251867872997824	0	0.00252859538817614
MIR133A-2	0	0	0.0297421403988652	0	0.00754706873450491	0	0.00567554351430598	0.0143335344473041	0	0.0132591617804461	0	0.0191361705008035
SLCO4A1	0.00160914591192324	0	0	0	0	0	0	0.0196317221779606	0.00492646446707615	0.0295700531026637	0.00897649107842206	0.0286429626946585
NTSR1	0.00155196122121137	0	0.0272159236231224	0.00224935828171333	0	0	0	0.0147337013040552	0	0	0.0169592719034399	0.0195815043589598
MRGBP	0.0141115256567535	0	0	0.0110894965412109	0	0	0	0.00464958795049299	0.017465787392278	0	0.00589688627199441	0.016381421381565
OGFR	0	0	0	0	0	0.0150916895939605	0.0399733079316374	0.0178764643356373	0.0564347778123209	0.0212386413074998	0.0129126486239171	0
GID8	0.00285849856659144	0.0318545875144628	0	0.0308403732083009	0.00329724619292183	0	0	0	0.0211109425872734	0	0	0.00745008949014756
SLC17A9	0.0215490231284707	0.26753307043349	0.179631174500173	0.0164080279248938	0	0	0	0	0	0	0.0329492938334223	0.0531018239025369
MIR124A-3	0	0	0.0824691795405518	0.00722625196811342	0	0	0.0129976920891704	0.0173877637878769	0	0	0.00220581289116999	0.0120698506331203
BIRC7	0.00381960056767246	0.000847268187049265	0.00588814357247803	0	0	0	0	0	0	0.0140798241518403	0.00372135866870793	0.00658940296179543
ARFGAP1	0.00289084018506892	0.0147872592400169	0	0.0112366747242064	0	0	0	0	0.0233493515973126	0	0.0106822242767458	0.00623236542791738
COL20A1	0.00582405988318943	3.97503282671391e-05	0.00935368999692912	0.0118789719094207	0	0	0	0	0	0	0.0239333577889949	0.0133515640034888
BC051628	0.0199485584446438	0.00592651562793945	0	0.0158690830508567	0	0	0	0	0.000991943424321072	0	0.00124418259532207	0.0121541671361509
RTEL1	0.00630209844916812	0.0233988506864091	0	0.0101460116264078	0	0	0	0	0.00639069026816684	0	0.00635050721445326	0.0957852902152624
ZGPAT	0	0	0.0550987202303917	0.0747735954667079	0.0170016882265755	0	0.00144096218208308	0.00225679719633287	0	0	0	0.0361725747706678
LIME1	0	0.000163563646695393	0.133962353964327	0.187732249373115	0.0955817849775977	0	0.00534475669648222	0	0	0	0	0.062353731437839
ABHD16B	0.00383711409347854	0.0095110410624464	0.0131539295240329	0.00576089097243731	0	0	0	0	0	0	0.0224021272170684	0.0144497621276508
TPD52L2	0	0.0420559630389131	0	0	0.00328453982542042	0.00572410737033618	0.00602147180771395	0	0.052613753903879	0.012538757933329	0	0
DNAJC5	0.00331500365547652	0	0	0.000272939993726781	0.0203453258341426	0	0	0.00665842811691968	0.0368118351026529	0	0	0.00129956414796172
PRPF6	0.00549236011468407	0.00639733010584286	0	0.0185738660612908	0.0106482757093634	0	0	0	0.0155260361660625	0	0	0.0235808109796192
TCEA2	0.0410466222919315	0.0435631891065569	0.0170158076014289	0	0.0127327255358568	0	0	0	0	0.0340191880007756	0	0.019831006445076
OPRL1	0.00892947082331258	0	0.0177549303792843	0	0.000213881938412031	0	0	0.00541710675947596	0	0.0201191206602031	0	0.0114224077574965
MYT1	0.00417713296415653	0	0.023102431497715	0.0101406518039214	0	0	0	0.0100291752266422	0	0	0.000895672360421216	0.0156000288786085
PCMTD2	0.00909378538875601	0.0246159454776006	0	0.0534745874721805	0.0368740705053565	0	0	0	0.0367740728835367	0	0	0.0500942497732837
POLR3K	0	0	0	0	0.0141843977092757	0	0.025909795861352	0.00158768259355007	0.00774964352227351	0.0309628825014818	0	0.0019349368387351
GM14496	0.00631710342461557	0	0.00307153525992386	0	0.0203128433871278	0.000625123494436485	0	0.00195195672022618	0	0.0128085637908165	0	0
RPP38	0.00260834043581889	0.0721649956661521	0.00498272995446141	0.0323260721642753	0	0	0	0	0	0	0.0184048647667951	0.0145994568669963
OLAH	0.00135250239436634	0	0.0492171354019991	0.0193005367179915	0.00258074513655577	0	0	0.00588448161301641	0	0	0	0.0136052645556398
MEIG1	0	0	0.00376812912895662	0	0.0125751761502946	0.00346888497381017	0.0237600467403267	0.017725884987984	0	0.00343144398258863	0	0
HSPA14	0	0	0	0.0154456893894366	0	0.00191581903244905	0.0115334524875151	0.00281229867316695	0.0390130741998128	0	0.00597342212857877	0
PRPF18	0	0	0	0	0	0.00109352530122348	0.029989754524694	0.01135000445903	0.0277824690619882	0.00206570435200476	0.00530253142871529	0
MCM10	0	0	0	0	0	0.0173277246326526	0.0363977209338519	0.0417239057316426	0.0668147760033837	0.00245500013396243	0.0625638591079417	0
OPTN	0.0212091773255775	0.0748370368729835	0	0	0	0.00160590584610981	0	0	0.00230716620429952	0.041915819104031	0.00044839149141055	0
CAMK1D	0.00712834724881563	0.0606855868245863	0	0	0	0.190555258826131	0	0	0.0326822656018375	0.0153010293920173	0.0315607116250877	0
CDC123	0	0	0	0	0.00815861500625217	0.00443449251844773	0.0220844346359077	0.0027807918895553	0.0799369065651221	0.0159341450769444	0	0
SEC61A2	0.0139141973932097	0.025321430583	0	0.00234662486216777	0	0	0	0	0.0574763989777781	0	0.0151388607664622	0.0116665899640527
DHTKD1	0.000545537846711487	0.00582364784377973	0.0395260717827707	0.00478428165944734	0	0	0	0	0	0	0.00704006407994099	0.0227676254498379
PROSER2	0.00279101933295781	0	0.0506389002098728	0	0	0	0	0.0241548535520626	0	0.00818059495284287	0.0151841823319608	0.0014757965207966
ECHDC3	0.00752086845978835	0.0453216497144519	0.0225696019606148	0.0119239693631264	0	0	0	0	0	0	0.00986692575678243	0.0213680909048173
GATA3	0	0	0.109048565125353	0.684096915101283	0.590244975397551	0	0.304713599402076	0.328282941852006	0	0	0	0.265978488672835
ATP5C1	0	0	0	0	0	0	0.0590789783570678	0.0218647077697091	0.0394645291098946	0.00820518699975128	0.0247939377761653	0.00298985830928044
ITIH2	0.00428237696014221	0	0.0380730243489436	0.00513337096590036	0	0	0	0.0122241858707883	0	0	0.00112730763286867	0.0151032886416449
PFKFB3	0	0.0505604714256105	0	0.154912847203665	0	0.132037531945462	0.0368867297892324	0	0.115005797592974	0	0.0683551226399658	0
RBM17	0	0	0	0	0	0.0167407370093324	0.0224534515183613	0.00590297543837781	0.108851798363046	0.00329611789174923	0.0254156571145535	0
FBXO18	0	0.00551911942922869	0	0	0	0.0331594252185499	0.0407882794315725	0	0.123371065282965	0.0472913600285109	0.00310224361692789	0
ITGA8	0	0	0.00145403034241335	0	0	0.193283178533945	0.00950672070997094	0.0113830208822555	0	0.026702298612773	0.00722020488980504	0
FAM188A	0	0	0	0	0.00578700104745194	0.0298250128046832	0.0950887886437183	0.0241140238128244	0.0550582553607295	0.0138028955192676	0	0
RSU1	0	0	0	0	0	0.0728738328504069	0.141348879067598	0.0108190744316214	0.257766694133988	0.00682553716559915	0.0515762264526426	0
CUBN	0	0.0307686719036041	0.0324688379651813	0	0	0	0.000620615960925886	0	0	0.0165681306999871	0.00599732922429948	0.00957965975227618
TRDMT1	0	0.0202468456212309	0	0	0	0.0129744767858161	0.00460582541684272	0	0.0559950451043442	0.0506379775511495	0.00892333449917889	0
ST8SIA6	0.181669181385569	0.464871406410118	0	0.642129434776988	0	0.127821505014701	0	0	0.00983959473830046	0	0.0962633773436005	0
NSUN6	0.019724735053717	0.0062632632996771	0	0.018652449126228	0.0245068882048419	0	0	0	0.0151441335233429	0	0	0.00626770027979354
H2AFB1	0.0212289360539406	0	0.00352950150210252	0.0102261510904383	0	0	0	0.00130122507777155	0	0	0.00124614231094908	0.0135850812670315
A930004D18RIK	0.000818681157911176	0	0.0326955308623855	0	0.00282637357519337	0	0	0.019487075919665	0	0.00759128257487969	0	0.0177182188803209
SKIDA1	0	0	0.0252882170606536	0	0.00279108073932567	0	0.00577657062945033	0.00859649547113278	0	7.84712682580851e-05	0	0.0186116102687951
DNAJC1	0	0	0	0.0502060480886297	0.0551490251708687	0	0.0883367953154895	0.0345017751654092	0.0146964658014485	0	0	0.0266156030088254
PIP4K2A	0	0.0515801342315714	0	0.0497253865701272	0	0.158560992722365	0.0154800029173645	0	0.0141284459412587	0	0.0808767443933657	0
4921504E06RIK	0	0	0.00568148663716514	0.00827923699292695	0.00479464623694862	0	0.000559875884398695	0.00371761787936603	0	0	0	0.00886572248480271
ARHGAP21	0	0.0150067301076442	0	0	0.0155530783251347	0.037207703911112	0.000657163684285554	0	0.157674151617979	0.344031041541301	0	0
ENKUR	0.0171219096998981	0.117884892382302	0.00936947816524606	0	0	0.0119785367332079	0	0	0	0.0120219660680807	0.0128928379537432	0
ABI1	0	0.00770717272404799	0	0.0258138411546416	0.000399440466673582	0.0184906668392238	0.00663036029866175	0	0.0549773449660856	0	0	0
MASTL	0	0	0	0	0	0.0391248281881453	0.0694319839088083	0.0378715433455356	0.0713877711850738	0.0210316806172621	0.0545743744780481	0
SPOPL	0.0096493296756641	0.0257326137024833	0	0.0296334025745084	0	0	0	0	0.00477499126536443	0	0.00552608157623265	0.0197547624720364
HNMT	0	0	0.00954934056370472	0	0.00044282006777294	0.0954326049416655	0.00814174689308081	0.0234381457646818	0	0.00966711358826131	0	0
TBPL2	0	0	0.0261478109637916	0.0136285242112421	0.00870822826406023	0	0.00728519891621808	0.00476413049973103	0	0	0	0.00550716635133208
PAX8	0.0043991990081854	0	0.0269080883807654	0.00609088815650723	0	0	0	0.00647842402437602	0	0	0.0062486992782296	0.0180936548897619
CACNA1B	0	0	0.0281650216088945	0.00556668914088375	0	0	0.000850207267137727	0.00754657780148521	0	0	0.00827750587394824	0.0160150913967503
EHMT1	0	0.021602260083932	0	0.0252252326529962	0	0	0.00609672963959467	0	0.0384764559128914	0	0.0297779260616218	0.00195769887677402
ARRDC1	0.0111747680050933	0.018288020199417	0	0	0.0423047965365054	0.00580741376748792	0	0	0.028893656790897	0.0338604592001276	0	0
TOR4A	0	0.00489829535902214	0	0	0.177511599478634	0	0.00175483979938981	0	0.0200556335374997	0.0391201425176247	0	0.0129766627611236
NELFB	0	0.0118507503723779	0	0	0.0282417263850101	0	0.00228423026409018	0	0.0437520172797025	0.0179343744824477	0	0.0203243265729256
4933433C11RIK	0.00460698136913043	0	0.0284880409012941	0.00625513999534631	0	0	0	0.014947226633626	0	0	0.000710293324981655	0.0180423420445957
SLC34A3	0.0129570719177558	0	0.0253861165749971	0.0201393594550151	0	0	0	0.00382839451477516	0	0	0.00373051563451903	0.0218084869241816
GM757	0.00720038547496657	0	0.011913217956376	0.00868688144062121	0.00111645178969042	0	0	0.00796032350534985	0	0	0	0.0213327123662812
2310002J15RIK	0.0219614650521559	0	0.0292273200547889	0.0210699266201227	0	0	0	0.000732631619996492	0	0	0.0106116405766412	0.0203926397383508
NDOR1	0.0259228422949772	0.028352467634947	0	0.00247183452039466	0.0114257689857924	0	0	0	0.00300407602262514	0	0	0.0113987598120563
SSNA1	0	0	0	0	0.00603998177747277	0.0155930405526133	0.0519782057999832	0.0126388024617196	0.0476685743519776	0.0783125726560845	0	0
GRIN1	0.00750586746510666	0	0.0412623277272414	0	0.00196520991636524	0	0	0.00783347524050638	0	0.000346342440317594	0	0.0152530757150742
DPP7	0.0165378551321252	0.0375497112452335	0	0	0	0.114214562257609	0	0	0.0524471719630497	0.0328099879635447	0.0151283296243478	0
UAP1L1	0.013881023131652	0.00735184972246652	0	0	0.0216014394708915	0.0955170417589151	0	0	0.0810836728876537	0.157249554213658	0	0
BC029214	0.00359542183263745	0	0	0	0.0434741877476096	0	0	0.0361871503851839	0.00297215456445924	0.00751131548325948	0	0.0165777099214449
PTGDS	0.0108863881719895	0	0.0117367667948781	0	0	0	0	0.00785425151357698	0	0.00485718903922251	0.00681929898932011	0.0104867746176881
LCN12	0.00752384823519434	0	0.0208173866217504	0.018049953775091	0	0	0	0.00292414818529056	0	0	0.00148292647736097	0.013387722531265
C8G	0.000605848951393985	0	0.00090063938035314	0.000562332564456415	0	0	0	0.0142415989937414	0	0	0.0107495678305181	0.0123813808604398
TRAF2	0.0102654687847568	0	0	0.00330528771446772	0.0134329114357237	0	0	0.00474320884583385	0.0357511571955831	0	0	0.0229526118143321
MAMDC4	0.00788847957745894	0	0.0386134532181902	0.0157221572578968	0	0	0	0.00693944813348468	0	0	0.0264959613080401	0.0379099646570747
PHPT1	0	0	0	0.0626802803436362	0	0	0.0480022580804652	0.00573130500052949	0.0115203932681294	0	0.0628496538965536	0.0331364440610222
GM996	0.0015133826635519	0	0.0301994686297397	0.032692420423725	0	0	0	0.0105967022802106	0	0	0.0204185713822382	0.030820120955481
RABL6	0	0.00411519762345611	0	0.000736425303738706	0	0.000944538608529018	0.00589960208710061	0	0.00357398247583018	0	0.0261224024684062	0
4921530D09RIK	0.00207952459608321	0	0.0365645038838477	0	0	0	0	0.0175450806636158	0	0.0198638871308772	0.00305894449051541	0.00627217707619975
TMEM141	0	0.00520833592476311	0	0	0	0.113155889837925	0.00115465597919564	0	0.00668928426654091	0.0200108637157149	0.0123208080850017	0
FCNA	0	0	0.0434347875689136	0	0	0.0449761896161455	0.00286545411291167	0.0141155490911337	0	0.000526038512857338	0.0144191939949625	0
GLT6D1	0.0111501719832766	0	0.0139589296892568	0.00694335044867899	0.00210209044950372	0	0	0.0017444391654405	0	0	0	0.0101393498831469
SOHLH1	0.00868826408391136	0	0.031106521579635	0.0123344364566412	0	0	0	0.0111414372129358	0	0	0.00935437377188755	0.0156692756775944
NACC2	0	0.0468947294002583	0.000855156583807545	0.0111051915141202	0	0.00534961186848844	0.0121834464384671	0	0	0	0.00769950260086046	0
LHX3	0.00132753877384517	0	0.049598865512309	0.00414752417923213	0	0	0	0.0155547905256409	0	0	0.0111376801454084	0.025032712452233
QSOX2	0	0	0	0.00130439462647276	0	0	0.0154003659324627	0.0064728531972084	0.00915012170166441	0	0.027575948867163	0.00121604815349387
C030048H21RIK	0.0131151689242133	0.00528967018894135	0.0389848302541776	0.0265520528320936	0.00322672726992034	0	0	0	0	0	0	0.0146783027291337
4932418E24RIK	0.0167498935765598	0	0.0396878742513695	0.0112582948830496	0	0	0	0.0130609661811033	0	0	0.00234934468481213	0.0194393742105084
DNLZ	0	0.00836194765009084	0	0	0.00871088142195541	0	0.0182567661231695	0	0.032415516559469	0.000647321180838395	0	0.00555422401716895
CARD9	0	0	0.0171796155168755	0	0	0.163713970357761	0.00211479996702095	0.0450742351744543	0	0.0163874108758374	0.0377658404231413	0
SNAPC4	0.0347972059650679	0.0304522662180973	0.019847697295145	0.0295385432967561	0	0	0	0	0	0	0.0378167915123713	0.0204512217944807
SDCCAG3	0	0	0	0.00649897068042611	0.0167160943196439	0	0.0169304411057488	0.00806724161826122	0.000664800013771227	0	0	0.0200131385338128
INPP5E	0.0218217981568622	0.0156767316507207	0	0.0484362693877255	0.0180544924101983	0	0	0	0.0154622790842107	0	0	0.0154457411975165
SEC16A	0.0212163529603559	0.0191549017071911	0.0155631353693365	0.0327638240778073	0.011549477392413	0	0	0	0	0	0	0.00867907717710915
NOTCH1	0	0	0.0718574209447714	0.051398873941869	0	0	0.298645489697423	0.314417951977894	0	0	0.00636646171730041	0.179277678254786
AGPAT2	0.0521007390075523	0.0479382877357539	0	0	0.214257270028469	0	0	0	0.0257145300471811	0.0684058771768592	0	0.0419924648383439
LCN4	0	0	0.178121970814493	0	0.053773895545746	0	0.0118870141999281	0.0134544115243396	0	0.000179660841625101	0	0.0141037035905234
ABO	0.00749539008756368	0	0.0292200192133092	0	0	0	0	0.00814323901793633	0	0.0141497986714462	0.0198892135743825	0.011106403577461
SURF6	0.0140600778311417	0.00454259174664862	0.00397479116415792	0.00346998405106105	0	0	0	0	0	0	0.00783750375283482	0.0246504223364351
MED22	0	0	0	0	0	0	0.0482155405672369	0.0104095780440167	0.00482202956248137	0.0244473132713675	0.00245883742254193	0.00686880435845259
SURF1	0	0	0	0	0.0220606217609605	0	0.0233732363007908	0.00253679398025946	0.0233530148181393	0.0350403063521908	0	0.0040647626357886
SURF4	0	0	0	0	0.0116773014035595	0.031777344805149	0.0631440973874539	0.0626134740656074	0.0792616918495222	0.0541209385564509	0	0
SLC2A6	0.11369701287281	0.0524811732913316	0	0	0.0414055160242812	0.238260295479505	0	0	0.00877485636882945	0.0585045998331144	0	0
TMEM8C	0.0177128680802471	0	0.00674254508611527	0.00382443204886033	0	0	0	0.0048885910415315	0	0	0.0113236978118535	0.0162163580166875
FAM163B	0.0123825679562098	0	0.0193906866616697	0	0.00207019477144656	0	0	0.00969645072332539	0	0.0133368919817778	0	0.0179742408203929
SARDH	0	0	0.0163981094147581	0.00701801763943553	0	0	0.000846777638112396	0.00940102208764453	0	0	0.0135028768631902	0.0228864521299396
VAV2	0.188930716703549	0.237656778681537	0	0.0337320710100044	0	0.0845533140391243	0	0	0.11083907821283	0	0.0686441543476194	0
BRD3	0.0192533595358303	0	0	0.00729220639761176	0.0188840281064391	0	0	0.00366345997459021	0.0110571193173018	0	0	0.0371870430666382
FCNB	0.0101571438057094	0	0.0054619153505686	0	0.00349394102306154	0	0	0.00719383494028723	0	0.000177411556909806	0	0.0149300923104693
1700007K13RIK	0.00355466146097042	0	0.0224944008830619	0.00852944293331004	0.00318686207639319	0	0	0.0013003156595107	0	0	0	0.0122997516974073
CEL	0.0148176003926399	0	0.019470594122145	0.0158184270911306	0	0	0	0.00398067455980225	0	0	0.00832483656242592	0.0167468832560785
GTF3C5	0	0	0	0.00348903041599701	0.00102411114088772	0.00223276837034449	0.0478594030218753	0.0179719758603051	0.0848184496818896	0	0	0
GFI1B	0.0028803518503248	0	0.00616341473366672	0	0.000499586476372401	5.92294910130611e-05	0	0.0234447062094768	0	0.0192131879253646	0	0
1700026L06RIK	0.0166130992838296	0.0890718119155406	0.0016090421957375	0	0.10716767299346	0.00720389364650259	0	0	0	0.00683446054357463	0	0
GTF3C4	0	0.0125164549834586	0	0	0.00359402380990468	0	0.0136100212318799	0	0.0158228276081284	0.0162288699563687	0	0.00851685822343206
BARHL1	0.00212370305455783	0	0.0680919909654368	0.00444410154431698	0	0	0	0.03572802162871	0	0	0.014873096223806	0.019542229794702
1700101E01RIK	0	0	0.0247326504921093	0	0.028817758618069	0	0.000211308517512031	0.0120328169543456	0	0.00329611789174923	0	0.0200028447264066
TRUB2	0	0	0	0.00634477594978841	0	0	0.00280447596855253	0.00328595452406169	0.0101674753165925	0	0.00300988579186217	0.0118673807197406
MIR219-2	0.0185795978746596	0.000188301234203715	0.0287434784242097	0.0148134568604767	0.00673116121115188	0	0	0	0	0	0	0.0166103418094831
WDR34	0	0	0	0	0	0.00241349176246186	0.0109145157271383	0.000406090307983925	0.0067687849602115	0.0254024461841079	0.0366621579997582	0
