LUAD_P1_up	LUAD_P2_up	LUSC_P1_up	LUSC_P2_up	LUAD_P1_dn	LUAD_P2_dn	LUSC_P1_dn	LUSC_P2_dn
LOC100132247	0.185494948397127	0.179723597617149	0	0	0	0	0.0204762552624166	0.0127996533017496
LOC100132287	0.157204196782978	0.102236217374044	0.0273160868323155	0.0450759833281635	0	0	0	0
LOC100132288	0.0660917630195117	0.0617348075269312	0.0340876370729895	0.0415947569306725	0	0	0	0
LOC100132707	0.110405738234457	0.156907478828023	0	0	0	0	0.159504753173581	0.0981951963483653
LOC100133161	0.261527774720518	0.198479433340648	0	0	0	0	0.0243579317596085	0.0181399530785381
LOC100133331	0.153886999237512	0.111662885430558	0.00336089392418102	0.0227030270143305	0	0	0	0
LOC100133985	0.0298599291442021	0.0199359086236056	0	0	0	0	0.139895853131334	0.115823381538352
LOC100133991	0.0212352674441903	0.128436927036207	0.136645916217948	0.112431438011798	0	0	0	0
LOC100134229	0.0424973665242958	0.032846291605224	0.0563888044250426	0.0275023594595125	0	0	0	0
LOC100134713	0.00270519814200294	0.000183553120734553	0.0121630375215046	0.01362249582547	0	0	0	0
LOC100170939	0.136863952573157	0.119848919417386	0	0	0	0	0.0885923623078852	0.0770181962741055
LOC100190938	0.0846564453243573	0.081408117219414	0	0	0	0	0.0368787689731888	0.0439321748907285
LOC100190939	0.032569835241919	0.0605207459289036	0	0	0	0	0.0522368038342909	0.0680779192166392
LOC100190986	0.129465211136802	0.141552273827277	0	0	0	0	0.136031813460093	0.0837717378187489
LOC100216545	0.226570230505396	0.122239146193271	0.105879773902923	0.124116892759143	0	0	0	0
LOC100233209	0.0463671061937092	0.0337436565351569	0	0	0	0	0.153949327330219	0.106783470990196
LOC100270710	0	0	0	0	0.25131930961255	0.268487800817025	0.160291331865273	0.100125746374825
LOC100270746	0.284467624736632	0.207094931056197	0.168756214462678	0.143365428802792	0	0	0	0
LOC100270804	0.442222909834221	0.211359016920239	0	0	0	0	0.00362048734527504	0.0203589210946682
LOC100271722	0.17952514973213	0.254173124497244	0	0	0	0	0.0398826452892036	0.0497854960103
LOC100271831	0.0583691138999451	0.0253185621258351	0	0	0	0	0.102315490561005	0.027923331442485
LOC100271836	0.0436423884965233	0.0980230612006061	0	0	0	0	0.210131958823837	0.18163501318618
LOC100272146	0.0427366528461837	0.0643215460264853	0.0437818600293175	0.0343049369519614	0	0	0	0
LOC100272216	0.0219956067197502	0.0716222459224296	0	0	0	0	0.0553497681602816	0.0372636959466264
LOC100272217	0.222566447019714	0.108245933528967	0.181136588355787	0.116693815638097	0	0	0	0
LOC100272228	0.112936211683256	0.0719338874292061	0	0	0	0	0.0232552962669963	0.0391632304142783
LOC100286793	0	0	0	0	0.110297016576716	0.110144128348855	0.0378994424205275	0.0417675343888812
LOC100286844	0.0714239826523719	0.0966724826542898	0.0276418711173029	0.0367969959986179	0	0	0	0
LOC100288778	0.073580055659758	0	0	0	0	0.00060117637000497	0.588054805291626	0.551881427555557
LOC100289341	0.156429444479689	0.0628932406523136	0	0	0	0	0.119252897173524	0.130110519631811
LOC100302401	0	0	0.0203671613161517	0.0227988747201274	0.0989811178195041	0.11571448720121	0	0
LOC100302650	0.0412365254752988	0.000670101492150017	0	0	0	0	0.294807268932703	0.288159102800086
LOC100303728	0.367927762556379	0.189847049514889	0.20401387471205	0.222234960970886	0	0	0	0
LOC113230	0.477594104243717	0.202813621293731	0	0	0	0	0.0805609659443134	0.0448543024414767
LOC115110	0.109803276714251	0.104856220444954	0	0	0	0	0.185460911024107	0.169676434812545
LOC143188	0.0312148776779119	0	0	0	0	0.041391159312532	0.263863100428098	0.301649516562304
LOC143666	0.0600307666369505	0	0.00864987898269657	0	0	0.0123250499502697	0	0.000726603369953521
LOC144438	0	0	0.410655839050344	0.283461458098378	0.101852125359755	0.0740182494196655	0	0
LOC144571	0.284529018538781	0.185665682270188	0.143777414787045	0.16268548775757	0	0	0	0
LOC145783	0	0.0233059146707776	0	0	0.0249524267489889	0	0.0688603599134084	0.0882724916700068
LOC146880	0.0756357041101018	0.049143524355472	0.0887832823740785	0.0967666215360296	0	0	0	0
LOC147727	0.45868621220674	0.191234622976683	0.176970788762684	0.12621894332563	0	0	0	0
LOC147804	0	0	0	0	0.0160805375279305	0.0166542995238262	0.292775874954669	0.348296654380902
LOC148189	0	0.0701853224725778	0.147474246428465	0.206172903860982	0.00533265626683032	0	0	0
LOC148413	0.090196318493966	0.0545016646911968	0	0	0	0	0.0616717464916919	0.0429885718521598
LOC148709	0.0442718696847163	0.054710633402242	0	0	0	0	0.0320508168958531	0.0177560638962194
LOC149837	0.234793855416064	0.300752323937654	0	0	0	0	0.358024289743036	0.427260564392675
LOC150381	0.053831847219041	0.0591191257365124	0.0433286078049407	0.0586148577430139	0	0	0	0
LOC150776	0.15056043667509	0.123729588580429	0	0	0	0	0.0153705589195945	0.00185747740778092
LOC150786	0	0	0	0	0.0504643144018976	0.0185989520597113	0.0853796369266188	0.0378584130965303
LOC151009	0.179063714357799	0.0978541987435999	0.150363172817495	0.190265742887427	0	0	0	0
LOC151162	0	0.00456168182103463	0.167264558841025	0.186323943937277	0.0138943675290347	0	0	0
LOC151534	0.0773093609800968	0.0982055026632415	0	0	0	0	0.115598837433346	0.127374701226966
LOC152217	0.0414860607184679	0	0.140791462709	0.0822173693604386	0	0.0490879638911047	0	0
LOC153684	0.0495044567566753	0.0494745378549818	0	0	0	0	0.271502847446444	0.164413906065575
LOC154761	0	0	0.127237579365706	0.251487092606818	0.074986501280537	0.0155736970745372	0	0
LOC158572	0.144044374927832	0.0685000085808818	0.0225086092847183	0.025639467364007	0	0	0	0
LOC162632	0.0222758814792604	0.0459604947279018	0.148510896741366	0.146547315412606	0	0	0	0
LOC200030	0.0865167209078054	0.0618897926035458	0.0509344527069745	0.0570102504106367	0	0	0	0
LOC202181	0.0790823831845661	0.083080158717629	0.04422168765282	0.0817774832782416	0	0	0	0
LOC202781	0.280367234612521	0.140947161344349	0.201983271181424	0.152626216401939	0	0	0	0
LOC219347	0.0430684173221898	0.0515932292862333	0.0608821615982469	0.053459506687507	0	0	0	0
LOC220594	0.0650263013718963	0.0326529231284945	0	0	0	0	0.373458650837512	0.382025018782132
LOC220729	0	0	0	0	0.0201534694617872	0.0551128037785057	0.0231429848909676	0.0384841607944388
LOC220930	0	0	0.326594669331914	0.252704389116761	0.0606942656254305	0.176407745356848	0	0
LOC221442	0.151013616490926	0.162241801145596	0	0	0	0	0.0452783533742515	0.0562674423249865
LOC221710	0	0	0.0783789000104673	0.0484783334127712	0.16199911407711	0.118569062813479	0	0
LOC222699	0	0	0	0	0.0464748097875491	0.0336548209880653	0.12271487580616	0.133424748993765
LOC253039	0.351684486056714	0.19595450275667	0.0119591935372331	0.00240379091716269	0	0	0	0
LOC253724	0.00768166106750023	0	0.0526927329993312	0.00169653361476004	0	0.00549908971918071	0	0
LOC254559	0	0.0339134085279678	0	0	0.00532108584829329	0	0.0867165895986759	0.0548140995656437
LOC255167	0	0.00989292002139782	0	0	0.0241471108644553	0	0.0516392459790813	0.0450057356961723
LOC25845	0.065701583200741	0.0868296984057889	0.123000688627456	0.117547778955181	0	0	0	0
LOC282997	0.0851973752876328	0.0491887338177446	0.226862901809998	0.286781670831303	0	0	0	0
LOC283050	0.17942735514367	0.117468787730769	0	0	0	0	0.0953135671147241	0.0941866435156117
LOC283070	0.50459584416479	0.508888543514482	0	0	0	0	0.0415570361390918	0.0104275176126049
LOC283174	0.279034000243213	0.252675626193074	0	0	0	0	0.0346974122155283	0.0217132214721992
LOC283267	0	0	0	0	0.0215564480900606	0.0721317155079772	0.00509871152126095	0.00479253982425564
LOC283314	0.0685295582481576	0.0693726437023992	0	0.00900301234537655	0	0	0.0134684049739293	0
LOC283663	0.22687514974919	0.172444196221029	0	0	0	0	0.111237043131122	0.0547509088802831
LOC283922	0.121436318359335	0.150436638945828	0	0	0	0	0.0825950988104175	0.0532319935572878
LOC284023	0.134330261750269	0.0119350271032704	0.224338586297466	0.187635497011878	0	0	0	0
LOC284232	0.0605232025324527	0.0436907520220967	0	0	0	0	0.0761087610053398	0.139785394809359
LOC284440	0.402119516998291	0.22009685536639	0.0883696479333475	0.104708477731376	0	0	0	0
LOC284441	0	0	0	0.0187231031163347	0.104942236940652	0.00581934931531346	0.0103693596356295	0
LOC284837	0.27352523978871	0.318756945703144	7.55813917621107e-05	0.0327193146377485	0	0	0	0
LOC284900	0.139527349071967	0.0868722800559709	0.0706400614799149	0.0412923655641016	0	0	0	0
LOC285033	0	0	0	0	0.0593631645960029	0.0139940615751159	0.0315447400921747	0.0707019347426197
LOC285074	0.0996690362662405	0.0203237989122842	0.385855426236648	0.342707599384774	0	0	0	0
LOC285359	0.177404118725528	0.117457630464102	0.0844723022124041	0.0340494703930806	0	0	0	0
LOC285629	0.141805983694238	0.154778576256739	0.0567838457278674	0.0592701761809353	0	0	0	0
LOC285830	0.0425712090615254	0.0941858720774624	0	0	0	0	0.0109800497853875	0.007870965097367
LOC286367	0.232151797276895	0.15702012148828	0.0781642266078413	0.0349317595538036	0	0	0	0
LOC338758	0.018334315180082	0	0.119948027992083	0.122234175888675	0	0.0572169784678389	0	0
LOC338799	0.164073396622014	0.0875151512962391	0.0772195756905229	0.0827713645068524	0	0	0	0
LOC339047	0.243373793029808	0.135217788558608	0.161064749747422	0.171445976294737	0	0	0	0
LOC339290	0.190736333644759	0.2386925289773	0.0554976830328454	0.0396877973906866	0	0	0	0
LOC339524	0.00174116609412426	0.00554414213567291	0	0	0	0	0.161499395660332	0.15963962631107
LOC341056	0	0	0.122682660982923	0.167804472437889	0.141454198567238	0.0721354194935854	0	0
LOC344595	0.0221881035387767	0.0124152035157867	0	0	0	0	0.138502702512934	0.166695332682038
LOC348926	0	0	0	0	0.193960663866299	0.0937802113007851	0.0144789203082011	0.0110660783487809
LOC349114	0.123461735897589	0.12670923585805	0	0	0	0	0.0345148891593486	0.0237716078225285
LOC374443	0.0129759559079479	0.0418358954534273	0	0	0	0	0.0702646125889927	0.0355227047678432
LOC375190	0.0382394556023226	0	0.409773000849794	0.347106173128682	0	0.00854672213647507	0	0
LOC387646	0	0	0	0	0.108819244455564	0.0623866268528618	0.0267356538042649	0.00866103334151943
LOC387647	0.0127363519484613	0.00304862557861567	0	0	0	0	0.102276017871804	0.0580335962039398
LOC388152	0.141001576597601	0.0327807803877065	0	0	0	0	0.0284248715620836	0.0185451187687223
LOC388242	0	0	0	0	0.0144995712656944	0.0315551250275043	0.0157185787370586	0.00605574593750788
LOC388588	0.123399324142262	0.152218818776511	0	0	0	0	0.409295417653459	0.407505248202524
LOC388692	0	0	0	0	0.0619719435710184	0.031376279322088	0.214073198155637	0.203903280498654
LOC388789	0.0339099204613932	0	0.068327126539307	0.0166427186580937	0	0.0317438699470896	0	0
LOC388796	0.0642925552448883	0.0124478426087697	0	0	0	0	0.0174027169481383	0.063396593011957
LOC388955	0	0	0	0	0.0178608620457415	0.0493312797248646	0.0352916364128133	0.0507359786585031
LOC389333	0	0	0	0	0.0597594646319238	0.0187555669889021	0.0790859054809176	0.0711118057998485
LOC399744	0.0268862667236021	0.030356756342626	0	0.00753567159685911	0	0	0.0315565226372361	0
LOC399815	0	0	0.0332848772901266	0.00764112419431689	0.133358423897749	0.0812888701703475	0	0
LOC399959	0	0	0	0	0.071779003984869	0.0614164003016891	0.148938372460427	0.122901519616161
LOC400027	0.502184821310366	0.281687301848337	0.0819891377851665	0.104933390043496	0	0	0	0
LOC400043	0.0148970715102072	0.000204509342272626	0	0	0	0	0.0186550268537422	0.0035479435464644
LOC400657	0.12646122325663	0.0326718852332771	0.0119973686514534	0	0	0	0	0.0249493504871933
LOC400752	0.305382648938396	0.12523607668225	0.0378174377972798	0.00379354115522937	0	0	0	0
LOC400759	0	0.0186213814236291	0.0678182227732104	0.00855376041968852	0.00959518373567528	0	0	0
LOC400927	0.050531854883851	0.0880161330543437	0.053795659214109	0.0663260914304231	0	0	0	0
LOC400931	0	0	0	0	0.00647718594086332	0.00210148205281639	0.183035633373508	0.178106872354593
LOC401010	0	0	0	0	0.10018371236127	0.0224585932834364	0.0575290619817528	0.0482947493404932
LOC401052	0.219699580206355	0.180746006869978	0.0806899477283113	0.063509265524248	0	0	0	0
LOC401093	0.0163310278239672	0	0.327090061228496	0.308888116288665	0	0.00424397563955505	0	0
LOC401397	0.03988463608705	0.0123199062248606	0.0715375746090091	0.107797196351589	0	0	0	0
LOC401431	0.144311087565974	0.106867299048383	0.00531047793736518	0.0136542417881151	0	0	0	0
LOC401588	0.281513487077967	0.112713147312691	0.403451767813675	0.334800619383538	0	0	0	0
LOC402377	0	0	0	0	0.0043078585717474	0.00560610025224337	0.0385270390888139	0.0839723643039832
LOC407835	0	0	0	0	0.0736401678816313	0.100777226997511	0.0218507703407305	0.0418996099475404
LOC440354	0.0376626103169503	0.0437535427431343	0.0602292061345236	0.049096357408476	0	0	0	0
LOC440944	0.240495198868604	0.135962812506283	0	0	0	0	0.0253475820086657	0.0287336651283616
LOC440957	0.233206625516585	0.0975118548168558	0.2863876434223	0.204999245322661	0	0	0	0
LOC441046	0.0229978523230919	0.0133277801246975	0	0	0	0	0.111162880856359	0.0742860550713762
LOC441089	0	0	0.052513878853907	0.00607613783833313	0.0351245697627419	0.0259551641520717	0	0
LOC441208	0	0.0319574800857306	0	0	0.0519974440603255	0	0.237286281546422	0.257335930648361
LOC441294	0.0753019378415595	0.157815864034753	0	0	0	0	0.187204667057188	0.165954264255889
LOC441666	0	0	0	0	0.0605063295594676	0.0428035459141224	0.151101783192683	0.143311835403668
LOC441869	0.598382455081395	0.521761881947416	0.236997521056346	0.184482871422655	0	0	0	0
LOC442454	0	0	0.144395101315521	0.114692593994818	0.109413867747705	0.25738454885685	0	0
LOC493754	0.26726716790599	0.20424689311536	0.0114598573716947	0.0344591774620195	0	0	0	0
LOC541471	0	0	0.174004539223449	0.15160338294166	0.0707669411504783	0.110230955540659	0	0
LOC550112	0.089435282934403	0.056359419114185	0	0	0	0	0.067330186599717	0.0159276926756572
LOC550643	0	0	0.476923331990298	0.526461169452967	0.0396918138562896	0.130159456972945	0	0
LOC595101	0.0640680594893623	0.106024810544905	0.0236377038798863	0	0	0	0	0.000881730888930202
LOC606724	0.10058195385145	0.0488098697974511	0.00306500175293551	0.0310574385472806	0	0	0	0
LOC613037	0	0	0	0	0.0195701108100808	0.000729609195902884	0.0421397646251736	0.0358559840442897
LOC619207	0.152834284204214	0.165406968547298	0	0	0	0	0.034991111580524	0.00605781892560043
LOC641298	0.0837174699244843	0.179248328956655	0	0	0	0	0.0840629192140877	0.0565486779864185
LOC642826	0.109912990608489	0.0411669793883989	0	0	0	0	0.013530504372842	0.00184511424447942
LOC642846	0.0355931883739379	0.00340176261783539	0.0713643201526896	0.0589965011716998	0	0	0	0
LOC642852	0	0.00174824148919085	0.232580833645928	0.285621121208291	0.118538978028227	0	0	0
LOC643008	0.0873071745868788	0.112628084037201	0	0	0	0	0.247066148758521	0.197177534232698
LOC643387	0	0	0.345568049769848	0.39275101360529	0.0320970271316319	0.0252719436842397	0	0
LOC643837	0.0146960994853424	0.0141671180603958	0	0	0	0	0.116953719168955	0.127489018544416
LOC644172	0.193583747934628	0.185877856023465	0.0128430610009109	0.0406436321231261	0	0	0	0
LOC644538	0.00608131273286128	0	0.0250106129421191	0.0358007091212988	0	0.0274131561119982	0	0
LOC644936	0	0	0	0	0.0695909012834849	0.0433712773002193	0.180715598136295	0.193371577334131
LOC645166	0	0	0.0962430264699545	0.0933275725356449	0.426067979453236	0.265363366587723	0	0
LOC645332	0.0937098432658806	0.0276974628881104	0	0	0	0	0.0637910219106294	0.0784647482698239
LOC645431	0.0180265495898311	0.0351688003199008	0	0.0153103092412772	0	0	0.000845310672001626	0
LOC645676	0.262241471945736	0.130983975212631	0.0516266105079964	0.034122392514532	0	0	0	0
LOC646214	0	0	0.144960486546723	0.125665086251101	0.0868261506323746	0.176949876342389	0	0
LOC646471	0.145173233243446	0.0919780471270036	0	0	0	0	0.0575813275591769	0.0386191861257792
LOC646762	0	0	0.0628383460379748	0.0476135245508711	0.0375464538183745	0.038101339705282	0	0
LOC646851	0.195539065665269	0.198172601754098	0	0	0	0	0.0366184841731252	0.0392929502270825
LOC647121	0.0659271989750548	0.0456169845495247	0.0315298275011085	0.0447973858182658	0	0	0	0
LOC647288	0.0818442942239096	0.0684492284831051	0.07525265500463	0.0736620245302618	0	0	0	0
LOC647979	0.00608086605909585	0.0286139652263482	0	0.00342044975470579	0	0	0.0304973064133608	0
LOC649330	0	0	0.423821355537344	0.438503608859742	0.129545461683262	0.0991526334678621	0	0
LOC650368	0.0755441204205525	0.0854542855427596	0	0	0	0	0.100879479206125	0.0717320895856153
LOC650623	0.0173861373286432	0.0149708355263479	0	0	0	0	0.0822794782041382	0.0749088710699875
LOC651250	0.189892833500749	0.35465212218377	0	0	0	0	0.0715296998286444	0.0692918372535291
LOC652276	0.00648170626208343	0.0781780635373071	0	0	0	0	0.179158135742044	0.116100482121431
LOC653113	0.0301395305135439	0	0.112997054460723	0.0452149104587632	0	0.00587604359183361	0	0
LOC653501	0.0982619896092251	0.0515921053982376	0.212982752610805	0.201057501323885	0	0	0	0
LOC653566	0.0062062121724912	0	0	0	0	0.0131676330610467	0.052706345720746	0.0490738857342898
LOC653653	0	0	0.173912150817282	0.109428801168464	0.0390017593570422	0.0123787359346229	0	0
LOC654342	0	0	0.0373522265714826	0.0349612540165362	0.291484353562482	0.264669852325298	0	0
LOC654433	0	0	0	0	0.123620251566688	0.191628010189036	0.285841458187473	0.279910557714778
LOC678655	0.0718232754975307	0.0726871972369509	0.194849615483696	0.210865599372079	0	0	0	0
LOC723972	0	0	0	0	0.144630383842084	0.0865430659200062	0.0656917244276863	0.0563465792090983
LOC727896	0	0	0.252936537592095	0.253577607051139	0.186741549297804	0.129790347570601	0	0
LOC728024	0.0896026742962961	0.148305174500862	0	0	0	0	0.0768595591734704	0.0946897003251708
LOC728190	0	0	0	0	0.0113029472302042	0.00271104693892274	0.254691717750015	0.223055977398888
LOC728264	0.121816910989696	0.0655793571039389	0	0	0	0	0.144969711520518	0.110614413618229
LOC728323	0.0745648649366698	0.101448894601572	0	0	0	0	0.0868538795661591	0.0904272744848268
LOC728392	0.207559876348226	0.117832589264576	0	0	0	0	0.081845996746103	0.0423325544295389
LOC728554	0	0	0.228674081372706	0.186205368011272	0.0761489958969293	0.0996731008905136	0	0
LOC728613	0.104842532750457	0.153655847098946	0	0	0	0	0.0332511704741861	0.00445171696668778
LOC728640	0	0	0.223111008774764	0.211130856068697	0.122700622009215	0.0262601585074718	0	0
LOC728643	0	0	0	0	0.454939592048386	0.345421742574044	0.0734429308355765	0.026504550352179
LOC728743	0.199436943727719	0.120364260834377	0	0	0	0	0.196151952982565	0.188894122649092
LOC728758	0.02043491414358	0	0.428875515973423	0.446720066774566	0	0.00895971738677788	0	0
LOC728819	0.0550851787879838	0.0164427625674167	0	0	0	0	0.00900842530132218	0.0437066084785009
LOC728855	0	0	0	0	0.0236966800597675	0.076175020746156	0.102758149404119	0.100083473445079
LOC728875	0	0	0	0	0.00166146263291341	0.0379943186506351	0.497372043208083	0.431501209076329
LOC729020	0	0	0	0	0.249726039868919	0.0484009447078234	0.0892401524197327	0.0624525136333543
LOC729082	0	0	0.186791669429937	0.154475932632121	0.07798417846705	0.053012801311841	0	0
LOC729176	0	0	0.0684531608410807	0.0428588308465821	0.14756768873935	0.0230318443403116	0	0
LOC729234	0.232808885489963	0.197308289344201	0.0491561768279263	0.0313404916270217	0	0	0	0
LOC729375	0.125552740470741	0.0697561774650633	0	0	0	0	0.00463727842700164	0.0431588859033491
LOC729603	0.100396539615642	0.113760016829293	0.131449895359448	0.161994941649965	0	0	0	0
LOC729678	0.342990088445284	0.18980022311699	0	0	0	0	0.0136444870220019	0.0500307242889369
LOC729799	0.0752523401165554	0.119274530773463	0	0	0	0	0.193834528599799	0.220522100034855
LOC729991-MEF2B	0.0452075092698003	0	0	0	0	0.000276150131243576	0.055767115226594	0.0636926595084329
LOC729991	0.364093724406616	0.240868814419301	0	0	0	0	0.240277990398306	0.19792617198759
LOC730101	0	0	0.489798106898963	0.448738426699129	0.000618397055281827	0.0117633393299258	0	0
LOC80054	0.174347968621079	0.120701809155615	0.146527197297223	0.136467628658863	0	0	0	0
LOC80154	0.229200396470645	0.104724363510654	0	0.00331245559656763	0	0	0.00331911454312001	0
LOC81691	0	0	0.165766910897946	0.160051875963826	0.0306170839991029	0.0406020588803097	0	0
LOC84740	0.135263990305502	0.109874192448994	0	0	0	0	0.240981558499943	0.185276817433335
LOC84856	0	0	0.0238603543863547	0.0458587046813863	0.112063390710275	0.112746111575351	0	0
LOC90110	0.234065978790407	0.177174045447474	0.0098491162106959	0	0	0	0	0.0316729739371047
LOC90246	1.27143663164878e-05	0.0237572204829803	0	0	0	0	0.0189907089459666	0.0264398400923276
LOC90784	0	0	0.0201319802151023	0.00909446619827661	0.053781989932598	0.00533446719622684	0	0
LOC90834	0.0504984333585778	0.0645144648851402	0.0265387955892319	0.0715912091961518	0	0	0	0
LOC91316	0.249551255996469	0.151410058874958	0	0	0	0	0.00326942656306404	0.00109263085191567
LOC92249	0.0436438705660004	0.0237368182188821	0	0	0	0	0.0883240750240077	0.0826786932716495
LOC92659	0	0	0.0740728961655369	0.0519941147649823	0.00449261984373333	0.00704846938831187	0	0
LOC92973	0.340582783541083	0.145749895395856	0.0437325576814633	0.0107638684883394	0	0	0	0
LOC93622	0.00580490207201521	0.0252154316515424	0	0	0	0	0.0713919078109989	0.0877744192265045
LOC96610	0.0564525080427699	0.0417691264087903	0	0	0	0	0.277802424304121	0.263682503085019
LOH12CR1	0	0	0.0178835795682092	0.0248886666424612	0.119664750480502	0.139533334905966	0	0
LOH12CR2	0.224709356544531	0.137841082107946	0.0518448402697146	0.045587745597284	0	0	0	0
LOH3CR2A	0.0366684694544387	0.083182220105063	0	0	0	0	0.0853607026151962	0.115909134613773
LONP1	0.0428538241318942	0.0136746562799717	0.0381162517382265	0.035812377256523	0	0	0	0
LONP2	0.0568597118367516	0.110434333442649	0	0	0	0	0.155976567468313	0.136374342054536
LONRF1	0.000718771866928725	0	0.168650734340566	0.151915475457454	0	0.0161800578137925	0	0
LONRF2	0.190661317403911	0.187411849676201	0	0	0	0	0.0175215697157843	0.019654805795476
LONRF3	0.0159688148043707	0.00646875212805689	0	0	0	0	0.437214415875445	0.542187717494645
LOXL1	0	0.0115158979446474	0	0	0.0245104367904929	0	0.0845867005614025	0.053292705533335
LOXL2	0	0	0	0	0.596005709662741	0.458151315956925	0.150883047392602	0.11678516522191
LOXL3	0	0	0	0	0.02578892263576	0.0042354582279641	0.0846338554268356	0.0854878419102014
LOXL4	0.0823441603609649	0.0815973284129065	0	0.0162228174595578	0	0	0.00423806956234817	0
LOX	0	0	0	0	0.432990171275595	0.268459476344759	0.345801843388883	0.3077637058512
LPAR1	0	0	0.146387071177638	0.119533679756968	0.0187038040007466	0.100029437185666	0	0
LPAR2	0.0834507919930154	0.0683021881215293	0	0	0	0	0.0588557862026889	0.0259014759359707
LPAR3	0.0801513024846979	0.0956420148199935	0	0.00443234328297402	0	0	0.0288796731921271	0
LPAR5	0	0	0.00584742700936859	0.0248937364384523	0.114944995292748	0.0620440078201239	0	0
LPAR6	0.0724087948540431	0.0313834707448579	0	0	0	0	0.0134234673570828	0.0128391650565664
LPCAT1	0.228901304610732	0.310935959013476	0	0	0	0	0.324057458718268	0.279211050500702
LPCAT2	0.0872829110741002	0.133706001964415	0.335578435562584	0.358554974890115	0	0	0	0
LPCAT3	0.136055831671845	0.0896764878923149	0.121746193500767	0.131252372052225	0	0	0	0
LPCAT4	0.00191994109261914	0.00317946608730153	0.0862591229144755	0.0751899733821993	0	0	0	0
LPGAT1	0	0	0.127065132809442	0.114646831775371	0.419408912931307	0.278182001195105	0	0
LPHN1	0.139647617306657	0.00322018463614947	0.119849843812961	0.117666642810705	0	0	0	0
LPHN2	0	0	0	0	0.183374786599549	0.136540438125886	0.0394660740267035	0.0526250692408544
LPHN3	0	0	0.012425594918431	0.0424679692049497	0.143144697341355	0.206513735107705	0	0
LPIN1	0.239746475894152	0.180067512702461	0.0591855471322451	0.0558084157597863	0	0	0	0
LPIN2	0.181253062970662	0.0740063385107597	0	0	0	0	0.171852037339832	0.178572728432349
LPIN3	0.0781890950937442	0.138043760801755	0.0691338589241717	0.105920407170604	0	0	0	0
LPL	0.154796374053392	0.177274516684643	0	0	0	0	0.29742303475884	0.361193741844804
LPPR1	0.387540847920896	0.276668342801701	0.275138458482403	0.249229550760878	0	0	0	0
LPPR2	0.0268232406415604	0.00429538133967788	0	0.0027260494995024	0	0	0.0261894327384994	0
LPPR4	0	0	0	0	0.0111362727862016	0.00836050246095201	0.115971456986695	0.11564754107012
LPP	0	0.000335275558314035	0	0.0225811561671517	0.0344096482023881	0	0.00704135541575781	0
LPXN	0.105671453529859	0.125530154897394	0	0	0	0	0.0487996421107381	0.0290264360260506
LQK1	0.015373152955061	0.0256185074429959	0	0	0	0	0.0213435912348658	0.00452563662103969
LRAT	0	0	0	0	0.0346342780572429	0.0725969505240774	0.0280071981361551	0.0639489974106601
LRBA	0.0286329155047452	0.0757740258767456	0	0	0	0	0.206404232226737	0.102342325077311
LRCH1	0	0	0	0	0.141845637126878	0.0896594558413128	0.378106330040056	0.361778573924989
LRCH2	0	0	0	0	0.0383396871542444	0.0412535677762599	0.197417613020461	0.237837239460176
LRCH3	0	0	0	0	0.151946636700398	0.0890249727164933	0.0501497025740981	0.0489454352325501
LRCH4	0.160483862706094	0.167867174574466	0	0	0	0	0.202036223215388	0.140141869924788
LRDD	0.0841001334020642	0.0477617601743537	0	0	0	0	0.0805517962975407	0.0500202812496781
LRFN1	0	0	0.0213982956669149	0.0239239297751014	0.221924648312224	0.154853944166009	0	0
LRFN3	0	0	0	0	0.154650942127885	0.0552953159241612	0.16616350909631	0.103603905882951
LRFN4	0	0	0	0	0.400779099848246	0.254768204524346	0.191425581628946	0.20538304687435
LRG1	0.116374454294224	0.124564068545846	0	0	0	0	0.089471150870379	0.0699559919195003
LRIG1	0.527651805626649	0.271909534903331	0.267520229340347	0.299379564421913	0	0	0	0
LRIG2	0.0105557037648103	0	0	0	0	0.00723259329939387	0.0166383170705512	0.00450647984548671
LRIG3	0.226363212124913	0.250701192931682	0.130862068812274	0.178485709163095	0	0	0	0
LRMP	0.124750133355314	0.134565166954019	0	0	0	0	0.277201418014547	0.250321630367139
LRP10	0	0	0	0	0.0899319071047443	0.0185863397632152	0.587433335984634	0.521837748750945
LRP11	0	0	0	0	0.153950196271222	0.150392997876453	0.0133651053592942	0.00641279525747127
LRP12	0	0	0.141052547102043	0.166753020531711	0.118489591987685	0.100612038847787	0	0
LRP1	0	0.00361714592951383	0	0	0.0459562382637444	0	0.271690283218736	0.178044956762002
LRP2BP	0.600163505840067	0.339631874102242	0	0	0	0	0.101004666599815	0.0724190800328571
LRP2	0.0551016233668771	0	0	0	0	0.00624894376341586	0.27089605914523	0.305910065726211
LRP3	0	0	0.0920103004115068	0.0457252743589465	0.042403754618806	0.037941156795995	0	0
LRP4	0.076529589729218	0.179039356081219	0.00742819763661631	0.00733907934931909	0	0	0	0
LRP5L	0.287840500477975	0.2237254455418	0	0	0	0	0.0662478038239209	0.0579482576524549
LRP5	0	0.0255553950675786	0	0	0.028463029828642	0	0.220937093836889	0.122929987979865
LRP6	0.134943735673289	0.179075082223923	0.131586737230961	0.133484156299944	0	0	0	0
LRP8	0	0	0	0	0.11769108948949	0.184407825658558	0.0401294532189645	0.054402124410361
